LogID,LogEntryDate,LogEntryTime,LogEntrySeconds,LogNotes,Напряжение батареи ( В),Температура охлаждающей жидкости ( °С),Обороты  двигателя ( об/мин),Скорость автомобиля ( км/час),Угол опережения зажигания ( °ПКВ),Длительность импульса впрыска ( мс),Положение дроссельной заслонки ( %),Положение педали газа ( %),Относительное заполнение воздухом ( %),Желаемое значение коэффициента лямбда (-),Напряжение датчика кислорода 1 ( В),Период сигнала датчика кислорода 1 ( с),Напряжение датчика кислорода 2 ( В),Текущий коэффициент коррекции длительности впрыска топлива (-),Фактор высотной коррекции (-),Адаптированное отклонение расхода воздуха во впускном колекторе мимо дросселя ( кг),Мультипликативная составляющая коррекции смеси самообучением (-),I-часть регулирования по датчику кислорода 2 (-),Фактор старения нейтрализатора (-),Расход топлива ( л/час),Температура впускного воздуха ( °С),Коэффициент продувки адсорбера ( %),Концентрация топлива в адсорбере (-),Величина отскока УОЗ при детонации ( °ПКВ),Желаемые обороты холостого хода ( об/мин),Разница крутящего момента от адаптированного крутящего момента ( %),Нормальная утечка воздуха через дроссель (-),Потребность в моменте для регулирования ХХ: I-часть ( %),Потребность в моменте для регулирования ХХ: PD-часть ( %),Температура охлаждающей жидкости при пуске ( °С),Проверка нейтрализатора завершена (-),Проверка системы улавливания паров бензина завершена (-),Проверка первого датчика кислорода завершена (-),Проверка второго датчика кислорода завершена (-),Контроллер обучен (-),Контроллер заблокирован (-),Запуск с обходом возможен (-),Пароль обхода запрограммирован (-),Ошибка связи с иммобилизатором (-),Быстрый старт разрешен (-),Реле бензонасоса (-),Флаг нажатия педали тормоза 2 (-),Флаг нажатия педали сцепления (-),Запрос на включение кондиционера (-),Реле кондиционера включено (-),Флаг высокого давления в системе кондиционера (-),Реле вентилятора охлаждения 1 (-),Реле вентилятора охлаждения 2 (-),Холостой ход (-),Признак обогащения по мощности  (-),Продувка адсорбера активирована (-),Готовность датчика кислорода 1 (-),Флаг обратной связи по датчику кислорода 1 (-),Готовность датчика кислорода 2 (-),Обратная связь по датчику кислорода 2 (-),Признак разрешения адаптации топливоподачи (-),Отсечка топливоподачи (-),Контроль детонации активен (-),Динамический счетчик не равен нулю (-),Обнаружение пропусков зажигания приостановлено (-),Признак обнаружения неровной дороги (-),Флаг нажатия педали тормоза 1 (-),Регистрация активна (-),Лампа индикации неисправностей (-),Время работы (-),Контрольная сумма ПЗУ (-),АБС присутствует (-),ESP присутствует (-),АКПП присутствует (-),ЦБКЭ присутствует (-),Круиз-контроль присутствует (-),Датчик скорости автомобиля присутствует (-),Окончание обучения электронных устройств (-),Клапан управления длиной каналов системы впуска (-),Доп. реле стартера (-),Цикловое наполнение по датчику абсолютного давления во впускном коллекторе ( мг/ц),Измеренное давление во впускном коллекторе ( мБар),Параметр адаптации демпфера в диапазоне 1  ( °),Параметр адаптации демпфера в диапазоне 2 ( °),Параметр адаптации демпфера в диапазоне 3 ( °),Параметр адаптации демпфера в диапазоне 4 ( °),Счетчик пропусков воспламенения для цилиндра 1. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 3. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 4. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 2. влияющих на токсичность (-),Суммарный счетчик пропусков воспламенения. влияющих на работу нейтрализатора (-),Запрет распознавания. обороты меньше минимальных (-),Запрет распознавания. обороты больше максимальных (-),Запрет распознавания. изменение нагрузки (-),Запрет распознавания. изменение динамики двигателя (-),Запрет распознавания. нагрузка меньше порога (-),Условия отключения топливоподачи (-),Распознавание пропусков воспламенения приостановлено (-),Обучение в диапазоне 1 завершено (-),Обучение в диапазоне 2 завершено (-),Обучение в диапазоне 3 завершено (-),Обучение в диапазоне 4 завершено (-),Счетчик пропусков в цилиндре 1 за текущую поездку (-),Счетчик пропусков в цилиндре 3 за текущую поездку (-),Счетчик пропусков в цилиндре 4 за текущую поездку (-),Счетчик пропусков в цилиндре 2 за текущую поездку (-),Относительный уровень регулировки по детонации в цилиндре 1 (В),Относительный уровень регулировки по детонации в цилиндре 3 (В),Относительный уровень регулировки по детонации в цилиндре 4 (В),Относительный уровень регулировки по детонации в цилиндре 2 (В),Отскок угла опережения зажигания при детонации для цилиндра 1 ( °),Отскок угла опережения зажигания при детонации для цилиндра 3 ( °),Отскок угла опережения зажигания при детонации для цилиндра 4 ( °),Отскок угла опережения зажигания при детонации для цилиндра 2 ( °),Базовый угол опережения зажигания ( °),Максимальная задержка УОЗ ( °),АЦП Бортовое напряжение (В),АЦП Датчик температуры охлаждающей жидкости (В),АЦП Датчик температуры воздуха во впускном коллекторе (В),АЦП Напряжение датчика абсолютного давления во впускном коллекторе (В),АЦП Датчик положения дроссельной заслонки 1 (В),АЦП Датчик положения дроссельной заслонки 2 (В),АЦП Датчик положения педали газа 1 (В),АЦП Датчик положения педали газа 2 (В),АЦП Датчик кислорода 1 (В),АЦП Сопротивление датчика кислорода 1 (Ом),АЦП Датчик кислорода 2 (В),АЦП Сопротивление датчика кислорода 2 (Ом),АЦП Датчик детонации (В),АЦП Напряжение средней точки вентиляторов охлаждения (В),DFM Сигнал с генератора (-),Сигнал LT генератора (-),Сигнал с датчика давления масла (-),Круиз-конторль/ограничитель скорости разрешен (-),Круиз-конторль/ограничитель скорости активен (-),Круиз-конторль/ограничитель скорости вход 1 (-),Круиз-конторль/ограничитель скорости вход 2 (-),температура генератора ( °C),обороты генератора ( об/мин),
607,,,293,783,,14.10,68.25,1950,26.3,32.250,3.117,7.91,5.194,22.22,1.00,0.24,-0.76,0.17,1.035,1.02,-1.32,1.119,0.00,0.90,3.287,22.5,39.246,0.694,0.000,900,6.57,4.3,3.96,-2.55,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,138.19,382.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,,,294,183,,14.10,69.00,1973,26.3,30.750,4.403,10.40,9.741,28.71,1.00,0.87,-0.76,0.84,1.037,1.02,-1.32,1.125,0.00,0.90,2.817,22.5,41.665,0.694,0.000,900,6.55,4.3,3.95,-2.54,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,179.44,469.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,,,294,571,,14.10,69.00,2012,27.5,27.750,5.798,13.13,17.133,37.64,1.00,1.01,-0.76,0.92,0.999,1.02,-1.32,1.128,0.00,0.90,2.817,22.5,44.083,0.694,0.000,900,6.52,4.3,3.94,-2.53,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,247.88,622.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,,,294,964,,14.10,69.00,2087,27.5,24.000,6.432,13.79,17.374,45.61,1.00,1.03,-0.76,0.91,0.951,1.02,-1.32,1.134,0.00,0.90,6.289,22.5,48.920,0.694,0.000,900,6.48,4.3,3.91,-2.51,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,273.75,661.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,,,295,350,,14.10,69.00,2172,28.8,24.750,6.112,14.23,19.405,45.54,1.00,1.02,-0.76,0.90,0.903,1.02,-1.32,1.147,0.00,0.90,6.289,22.5,50.652,0.694,0.000,900,6.42,4.3,3.87,-2.49,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,278.06,660.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,,,295,739,,14.10,69.00,2273,30.0,24.000,6.739,16.65,21.758,51.12,1.00,1.01,-0.76,0.86,0.852,1.02,-1.32,1.146,0.00,0.90,6.289,21.8,56.527,0.694,0.000,900,6.36,4.3,3.84,-2.47,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,311.06,722.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,,,296,129,,14.10,69.00,2370,32.5,24.000,6.605,17.99,21.758,51.77,1.00,0.35,-0.76,0.17,0.834,1.02,-1.32,1.142,0.00,0.90,6.751,21.8,63.439,0.694,0.000,900,6.30,4.3,3.80,-2.45,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,316.00,760.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,,,296,525,,14.10,69.00,2492,33.8,24.000,6.675,19.41,21.593,50.32,1.00,0.24,-0.76,0.16,0.890,1.02,-1.32,1.145,0.00,0.90,6.751,21.8,66.201,0.694,0.000,900,6.23,4.3,3.76,-2.42,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,310.06,765.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,,,296,968,,14.10,69.00,2561,35.0,26.250,5.850,16.53,17.945,44.23,1.00,0.24,-0.76,0.15,0.932,1.02,-1.32,1.162,0.00,0.90,6.751,21.8,59.983,0.694,0.000,900,6.20,4.3,3.74,-2.40,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,252.00,659.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,,297,379,,14.10,69.00,2684,36.3,28.500,5.427,16.53,16.077,37.95,1.00,0.24,-0.76,0.15,1.000,1.02,-1.32,1.177,0.00,0.90,6.723,21.0,56.870,0.694,0.000,900,6.12,4.3,3.69,-2.37,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,234.44,622.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,,,297,771,,14.10,69.00,2772,37.5,27.750,6.022,17.58,16.077,39.59,1.00,0.26,-0.76,0.16,1.054,1.02,-1.32,1.174,0.00,0.90,6.723,21.0,59.632,0.694,0.000,900,6.11,4.3,3.68,-2.37,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,241.69,634.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,,,298,184,,14.10,69.00,2870,38.8,27.750,6.643,18.48,16.803,40.62,1.00,0.27,-0.76,0.17,1.111,1.02,-1.32,1.168,0.00,0.90,7.749,21.0,62.058,0.694,0.000,900,6.11,4.3,3.68,-2.37,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,249.56,648.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,,,298,561,,14.10,69.00,2991,40.0,27.000,7.450,19.95,18.022,44.48,1.00,0.92,-0.76,0.86,1.120,1.02,-1.32,1.152,0.00,0.90,7.749,20.3,67.239,0.694,0.000,900,6.10,4.3,3.68,-2.37,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,273.75,688.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,,,298,961,,14.10,69.00,3122,42.5,25.500,7.718,21.22,19.976,49.55,1.00,0.99,-0.76,0.87,1.056,1.02,-1.32,1.139,0.00,0.90,10.959,20.3,72.427,0.694,0.000,900,6.10,4.3,3.68,-2.37,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,304.63,715.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,,,299,357,,14.10,69.00,3265,43.8,24.000,7.494,22.00,21.273,51.80,1.00,1.03,-0.76,0.88,0.988,1.02,-1.32,1.129,0.00,0.90,10.959,20.3,75.532,0.694,0.000,900,6.10,4.3,3.68,-2.29,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,316.63,722.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,,,299,744,,14.10,69.00,3376,46.3,24.000,5.920,17.63,6.249,46.20,1.00,0.89,-0.76,0.27,0.921,1.02,-1.32,1.144,0.00,0.90,10.959,20.3,76.913,0.694,0.000,900,6.09,4.3,3.67,-2.17,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,281.69,650.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,,,300,143,,14.10,69.00,3197,46.3,38.250,1.574,7.23,0.000,13.59,1.00,0.28,-0.76,0.16,0.941,1.02,-1.32,1.166,0.00,0.90,6.164,19.5,43.046,0.694,0.000,900,6.09,4.3,3.67,-4.72,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,81.63,256.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,,,300,532,,14.10,69.00,2815,46.3,39.000,1.517,6.98,0.000,11.06,1.00,0.24,-0.76,0.13,0.975,1.02,-1.32,1.166,0.00,0.90,6.164,19.5,36.828,0.694,0.000,900,6.09,4.3,3.67,-4.48,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,68.13,246.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,,,300,936,,14.10,69.00,2407,45.0,11.250,2.138,1396.68,19.257,158.98,1.45,0.09,-1.44,0.13,0.007,0.03,-2.42,0.647,0.01,0.45,0.194,-42.0,3.125,0.672,-30.000,2520,-23.06,1766.7,4.09,-43.38,112.5,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3159.8,4E,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,,,301,319,,14.10,69.00,2252,46.3,24.000,7.085,16.04,18.350,50.09,0.97,1.01,-0.76,0.93,0.973,1.02,-1.32,1.147,0.00,0.90,1.600,19.5,97.658,0.694,0.000,900,6.33,4.3,3.82,-2.46,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,306.06,714.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,,,301,711,,14.10,69.00,2211,46.3,24.000,6.125,14.70,19.570,47.79,0.96,1.00,-0.76,0.85,0.922,1.02,-1.32,1.148,0.00,0.90,1.600,19.5,97.658,0.694,0.000,900,6.37,4.3,3.84,-2.47,44.3,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,291.75,687.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,,,302,120,,14.10,69.75,2242,47.5,24.000,6.579,16.72,21.758,51.28,0.96,0.79,-0.76,0.28,0.884,1.02,-1.32,1.142,0.00,0.90,6.231,19.5,97.658,0.694,0.000,900,6.34,4.3,3.82,-2.46,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,316.06,734.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,,,302,503,,14.10,69.75,2282,47.5,21.750,7.245,17.75,22.733,55.52,0.97,0.95,-0.76,0.85,0.902,1.02,-1.32,1.128,0.00,0.90,6.231,19.5,97.658,0.694,0.000,900,6.32,4.3,3.81,-2.45,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,336.75,776.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,,,302,892,,14.10,69.75,2333,48.8,22.500,6.886,18.12,22.492,54.56,0.98,0.37,-0.76,0.20,0.893,1.02,-1.32,1.131,0.00,0.90,6.231,19.5,97.658,0.694,0.000,900,6.29,4.3,3.80,-2.44,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,336.81,785.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,,,303,290,,14.10,69.75,2380,50.0,24.000,6.515,17.33,21.273,50.53,0.99,0.31,-0.76,0.19,0.947,1.02,-1.32,1.147,0.00,0.90,7.630,19.5,97.658,0.694,0.000,900,6.26,4.3,3.78,-2.43,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,307.06,745.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,,,303,699,,14.10,69.75,2418,51.3,24.750,6.445,16.97,20.133,47.88,1.00,0.30,-0.76,0.19,1.001,1.02,-1.32,1.153,0.00,0.90,7.630,19.5,97.658,0.694,0.000,900,6.24,4.3,3.77,-2.42,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,291.00,720.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,,304,086,,14.10,69.75,2456,51.3,25.500,6.701,16.65,19.319,46.85,1.45,0.09,-1.47,0.97,0.007,0.00,9.22,1.938,0.01,0.02,113.924,126.0,48.153,0.047,93.000,1940,94.40,313.0,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,-199.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,,,304,476,,14.10,69.75,2494,52.5,26.250,6.432,16.72,19.164,44.91,1.00,0.37,-0.76,0.19,1.065,1.02,-1.32,1.159,0.00,0.90,7.043,19.5,97.658,0.694,0.000,900,6.20,4.3,3.74,-2.41,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,270.13,686.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,,,304,861,,14.10,69.75,2543,53.8,27.750,6.656,17.33,18.836,44.88,1.00,0.82,-0.76,0.74,1.094,1.02,-1.32,1.160,0.00,0.90,7.043,19.5,97.658,0.694,-0.750,900,6.17,4.3,3.72,-2.40,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,274.19,698.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,,,305,262,,14.10,69.75,2583,55.0,27.750,6.464,16.89,17.702,42.47,1.00,0.33,-0.76,0.20,1.128,1.02,-1.32,1.169,0.00,0.90,8.002,19.5,97.658,0.694,-0.750,900,6.15,4.3,3.71,-2.39,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,258.56,671.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,,,305,651,,14.10,69.75,2622,55.0,27.750,6.810,17.46,17.702,42.96,1.00,0.91,-0.76,0.81,1.148,1.02,-1.32,1.169,0.00,0.90,8.002,19.5,97.658,0.694,-0.750,900,6.12,4.3,3.69,-2.38,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,262.56,681.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,,,306,050,,14.10,69.75,2662,56.3,27.750,7.027,17.82,17.702,43.31,1.00,0.40,-0.76,0.46,1.167,1.02,-1.32,1.169,0.00,0.90,8.002,19.5,97.658,0.694,-0.750,900,6.10,4.3,3.68,-2.37,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,263.31,684.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,,,306,451,,14.10,69.75,2709,57.5,28.500,6.067,16.48,15.586,39.09,1.00,0.37,-0.76,0.20,1.161,1.02,-1.32,1.178,0.00,0.90,8.002,18.8,97.658,0.694,-0.750,900,6.08,4.3,3.67,-2.36,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,237.63,629.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,,,306,851,,14.10,69.75,2739,57.5,29.250,5.997,16.24,13.803,37.66,1.00,0.87,-0.76,0.79,1.183,1.02,-1.32,1.175,0.00,0.90,8.002,18.8,97.658,0.694,0.000,900,6.08,4.3,3.67,-2.36,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,233.00,618.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,,307,239,,14.10,69.75,2765,58.8,30.750,5.472,15.01,12.827,33.09,1.00,0.34,-0.76,0.21,1.205,1.02,-1.32,1.169,0.00,0.90,8.101,18.8,86.938,0.694,0.000,900,6.08,4.3,3.67,-2.36,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,203.31,553.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,,,309,644,,14.10,70.50,2842,60.0,28.500,6.029,16.41,14.289,37.97,1.00,0.96,-0.76,0.80,1.158,1.02,-1.32,1.170,0.00,0.90,4.227,18.8,97.658,0.694,0.000,900,6.08,4.3,3.67,-2.36,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,227.06,601.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,,,310,029,,14.10,70.50,2880,61.3,30.750,5.664,15.31,12.663,33.77,1.00,0.38,-0.76,0.30,1.216,1.02,-1.32,1.168,0.00,0.90,7.749,18.8,89.357,0.694,0.000,900,6.08,4.3,3.67,-2.36,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,204.81,552.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,,,310,431,,14.10,70.50,2908,61.3,33.000,4.384,12.94,6.163,26.77,1.00,0.31,-0.76,0.19,1.220,1.02,-1.32,1.177,0.00,0.90,7.749,18.8,73.114,0.694,0.000,900,6.08,4.3,3.67,-2.36,44.3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5155.7,0C,1,1,0,1,1,0,1,0,0,164.56,465.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
