LogID,LogEntrySeconds,LogNotes,Напряжение батареи ( В),Температура охлаждающей жидкости ( °С),Обороты  двигателя ( об/мин),Скорость автомобиля ( км/час),Угол опережения зажигания ( °ПКВ),Длительность импульса впрыска ( мс),Положение дроссельной заслонки ( %),Положение педали газа ( %),Относительное заполнение воздухом ( %),Желаемое значение коэффициента лямбда (-),Напряжение датчика кислорода 1 ( В),Период сигнала датчика кислорода 1 ( с),Напряжение датчика кислорода 2 ( В),Текущий коэффициент коррекции длительности впрыска топлива (-),Фактор высотной коррекции (-),Адаптированное отклонение расхода воздуха во впускном колекторе мимо дросселя ( кг),Мультипликативная составляющая коррекции смеси самообучением (-),I-часть регулирования по датчику кислорода 2 (-),Фактор старения нейтрализатора (-),Расход топлива ( л/час),Температура впускного воздуха ( °С),Коэффициент продувки адсорбера ( %),Концентрация топлива в адсорбере (-),Величина отскока УОЗ при детонации ( °ПКВ),Желаемые обороты холостого хода ( об/мин),Разница крутящего момента от адаптированного крутящего момента ( %),Нормальная утечка воздуха через дроссель (-),Потребность в моменте для регулирования ХХ: I-часть ( %),Потребность в моменте для регулирования ХХ: PD-часть ( %),Температура охлаждающей жидкости при пуске ( °С),Проверка нейтрализатора завершена (-),Проверка системы улавливания паров бензина завершена (-),Проверка первого датчика кислорода завершена (-),Проверка второго датчика кислорода завершена (-),Контроллер обучен (-),Контроллер заблокирован (-),Запуск с обходом возможен (-),Пароль обхода запрограммирован (-),Ошибка связи с иммобилизатором (-),Быстрый старт разрешен (-),Реле бензонасоса (-),Флаг нажатия педали тормоза 2 (-),Флаг нажатия педали сцепления (-),Запрос на включение кондиционера (-),Реле кондиционера включено (-),Флаг высокого давления в системе кондиционера (-),Реле вентилятора охлаждения 1 (-),Реле вентилятора охлаждения 2 (-),Холостой ход (-),Признак обогащения по мощности  (-),Продувка адсорбера активирована (-),Готовность датчика кислорода 1 (-),Флаг обратной связи по датчику кислорода 1 (-),Готовность датчика кислорода 2 (-),Обратная связь по датчику кислорода 2 (-),Признак разрешения адаптации топливоподачи (-),Отсечка топливоподачи (-),Контроль детонации активен (-),Динамический счетчик не равен нулю (-),Обнаружение пропусков зажигания приостановлено (-),Признак обнаружения неровной дороги (-),Флаг нажатия педали тормоза 1 (-),Регистрация активна (-),Лампа индикации неисправностей (-),Время работы (-),Контрольная сумма ПЗУ (-),АБС присутствует (-),ESP присутствует (-),АКПП присутствует (-),ЦБКЭ присутствует (-),Круиз-контроль присутствует (-),Датчик скорости автомобиля присутствует (-),Окончание обучения электронных устройств (-),Клапан управления длиной каналов системы впуска (-),Доп. реле стартера (-),Цикловое наполнение по датчику абсолютного давления во впускном коллекторе ( мг/ц),Измеренное давление во впускном коллекторе ( мБар),Параметр адаптации демпфера в диапазоне 1  ( °),Параметр адаптации демпфера в диапазоне 2 ( °),Параметр адаптации демпфера в диапазоне 3 ( °),Параметр адаптации демпфера в диапазоне 4 ( °),Счетчик пропусков воспламенения для цилиндра 1. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 3. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 4. влияющих на токсичность (-),Счетчик пропусков воспламенения для цилиндра 2. влияющих на токсичность (-),Суммарный счетчик пропусков воспламенения. влияющих на работу нейтрализатора (-),Запрет распознавания. обороты меньше минимальных (-),Запрет распознавания. обороты больше максимальных (-),Запрет распознавания. изменение нагрузки (-),Запрет распознавания. изменение динамики двигателя (-),Запрет распознавания. нагрузка меньше порога (-),Условия отключения топливоподачи (-),Распознавание пропусков воспламенения приостановлено (-),Обучение в диапазоне 1 завершено (-),Обучение в диапазоне 2 завершено (-),Обучение в диапазоне 3 завершено (-),Обучение в диапазоне 4 завершено (-),Счетчик пропусков в цилиндре 1 за текущую поездку (-),Счетчик пропусков в цилиндре 3 за текущую поездку (-),Счетчик пропусков в цилиндре 4 за текущую поездку (-),Счетчик пропусков в цилиндре 2 за текущую поездку (-),Относительный уровень регулировки по детонации в цилиндре 1 (В),Относительный уровень регулировки по детонации в цилиндре 3 (В),Относительный уровень регулировки по детонации в цилиндре 4 (В),Относительный уровень регулировки по детонации в цилиндре 2 (В),Отскок угла опережения зажигания при детонации для цилиндра 1 ( °),Отскок угла опережения зажигания при детонации для цилиндра 3 ( °),Отскок угла опережения зажигания при детонации для цилиндра 4 ( °),Отскок угла опережения зажигания при детонации для цилиндра 2 ( °),Базовый угол опережения зажигания ( °),Максимальная задержка УОЗ ( °),АЦП Бортовое напряжение (В),АЦП Датчик температуры охлаждающей жидкости (В),АЦП Датчик температуры воздуха во впускном коллекторе (В),АЦП Напряжение датчика абсолютного давления во впускном коллекторе (В),АЦП Датчик положения дроссельной заслонки 1 (В),АЦП Датчик положения дроссельной заслонки 2 (В),АЦП Датчик положения педали газа 1 (В),АЦП Датчик положения педали газа 2 (В),АЦП Датчик кислорода 1 (В),АЦП Сопротивление датчика кислорода 1 (Ом),АЦП Датчик кислорода 2 (В),АЦП Сопротивление датчика кислорода 2 (Ом),АЦП Датчик детонации (В),АЦП Напряжение средней точки вентиляторов охлаждения (В),DFM Сигнал с генератора (-),Сигнал LT генератора (-),Сигнал с датчика давления масла (-),Круиз-конторль/ограничитель скорости разрешен (-),Круиз-конторль/ограничитель скорости активен (-),Круиз-конторль/ограничитель скорости вход 1 (-),Круиз-конторль/ограничитель скорости вход 2 (-),температура генератора ( °C),обороты генератора ( об/мин)
972,448,418,14.10,72.75,2470,71.3,32.250,3.789,10.99,9.383,26.79,1.00,0.57,-0.76,0.87,0.877,1.02,-1.33,1.160,0.00,0.90,3.814,18.8,16.777,0.496,0.000,900,6.56,4.5,0.92,-2.41,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,162.44,440.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,448,806,14.10,72.75,2471,71.3,32.250,3.821,11.06,9.421,26.81,1.00,0.65,-0.76,0.82,0.887,1.02,-1.33,1.160,0.00,0.90,3.814,18.8,17.472,0.496,0.000,900,6.56,4.5,0.92,-2.41,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,163.94,442.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,449,213,14.10,72.75,2471,71.3,24.000,3.814,10.89,0.000,26.34,1.00,0.22,-0.76,0.69,0.912,1.02,-1.33,1.160,0.00,0.90,3.814,18.8,17.815,0.496,0.000,900,6.56,4.5,0.92,-4.37,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,160.94,436.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,449,595,14.10,72.75,2463,71.3,34.500,2.790,8.33,9.578,20.04,1.00,0.22,-0.76,0.40,0.919,1.02,-1.33,1.142,0.00,0.90,3.814,18.8,18.853,0.496,0.000,900,6.56,4.5,0.92,-2.41,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,123.13,347.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,449,975,14.10,72.75,2472,71.3,25.500,7.450,20.56,26.304,45.07,1.00,0.90,-0.76,0.92,0.911,1.02,-1.33,1.158,0.00,0.90,3.227,18.8,19.890,0.496,0.000,900,6.56,4.5,0.92,-2.40,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,281.31,706.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,450,361,14.10,72.75,2510,72.5,14.250,11.040,57.91,43.687,82.31,1.00,0.89,-0.76,1.02,0.851,1.02,-1.33,1.120,0.00,0.90,3.227,18.8,97.658,0.496,0.000,900,6.53,4.5,0.92,-2.40,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,499.44,997.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,450,755,14.10,72.75,2541,72.5,15.750,10.131,54.93,43.929,80.23,1.00,0.74,-0.76,0.96,0.806,1.02,-1.33,1.120,0.00,0.90,3.227,18.8,97.658,0.496,0.000,900,6.52,4.5,0.92,-2.39,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,491.75,1001.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,451,137,14.10,72.75,2592,73.8,16.500,10.349,49.39,44.172,77.63,1.00,0.20,-0.76,0.29,0.891,1.02,-1.33,1.120,0.00,0.90,12.485,18.8,97.658,0.496,0.000,900,6.49,4.5,0.91,-2.38,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,472.88,997.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,451,528,14.10,72.75,2629,76.3,17.250,10.637,45.02,44.335,75.80,1.00,0.37,-0.76,0.36,0.953,1.02,-1.33,1.120,0.00,0.90,12.485,18.8,97.658,0.496,0.000,900,6.47,4.5,0.91,-2.37,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,461.25,986.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,452,12,14.10,72.75,2674,77.5,18.000,10.547,41.19,44.335,74.30,1.00,0.34,-0.76,0.45,0.973,1.02,-1.33,1.120,0.00,0.90,12.485,18.0,97.658,0.496,0.000,900,6.44,4.5,0.91,-2.36,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,453.69,978.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,452,435,14.10,72.75,2738,78.8,18.000,10.349,39.97,44.335,73.97,1.00,0.28,-0.76,0.89,0.982,1.02,-1.33,1.119,0.00,0.90,12.485,18.0,97.658,0.496,0.000,900,6.42,4.5,0.90,-2.36,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,452.06,971.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,452,827,14.10,72.75,2790,80.0,18.750,10.944,39.97,44.984,74.16,1.00,0.44,-0.76,0.88,1.014,1.02,-1.33,1.117,0.00,0.90,14.442,18.0,97.658,0.496,0.000,900,6.42,4.5,0.90,-2.35,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,453.75,973.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,453,234,14.10,72.75,2833,81.3,18.750,10.797,40.01,44.984,74.32,1.00,0.78,-0.76,0.95,0.991,1.02,-1.33,1.115,0.00,0.90,14.442,18.0,97.658,0.496,0.000,900,6.41,4.5,0.96,-48.07,114.8,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,5386.0,89,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,453,625,14.10,72.75,2886,82.5,18.750,10.726,40.14,44.984,74.91,1.00,0.74,-0.76,0.97,0.968,1.02,-1.33,1.114,0.00,0.90,14.442,18.0,97.658,0.496,0.000,900,6.41,4.5,0.90,-2.35,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,458.56,966.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,454,6,14.10,72.75,2935,85.0,18.750,10.938,40.09,44.656,75.30,1.00,0.66,-0.76,0.97,0.981,1.02,-1.33,1.112,0.00,0.90,14.442,17.3,97.658,0.496,0.000,900,6.41,4.5,0.90,-2.35,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,461.19,967.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,454,397,14.10,72.75,2982,86.3,18.750,10.816,39.72,44.335,75.49,1.00,0.81,-0.76,1.00,0.961,1.02,-1.33,1.110,0.00,0.90,14.442,17.3,97.658,0.496,0.000,900,6.41,4.5,0.90,-2.35,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,462.31,964.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,454,812,14.10,-43.50,5527,158.8,9.000,235.968,946.88,20.429,1202.91,1.45,0.08,-1.41,1.18,0.007,0.00,9.22,0.398,0.01,0.00,33.441,42.0,84.785,0.916,0.000,280,-25.60,836.2,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,-199.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,455,215,14.10,72.75,3057,88.8,18.750,4.378,13.13,0.000,39.26,1.00,0.93,-0.76,1.06,0.943,1.02,-1.33,1.160,0.00,0.90,15.654,17.3,97.658,0.496,0.000,900,6.40,4.5,0.90,-4.61,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,177.50,546.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,455,607,14.10,72.75,3058,87.5,36.000,2.458,10.28,0.000,19.52,1.00,0.15,-0.76,0.28,0.974,1.02,-1.33,1.165,0.00,0.90,15.654,17.3,59.289,0.496,0.000,900,6.40,4.5,0.90,-4.62,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,117.56,347.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,455,998,14.10,72.75,3059,87.5,35.250,3.366,13.87,16.803,22.88,1.00,0.16,-0.76,0.27,1.017,1.02,-1.33,1.181,0.00,0.90,3.130,17.3,75.883,0.496,0.000,900,6.40,4.5,0.90,-2.35,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,147.88,414.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,456,398,14.10,72.75,3045,87.5,25.500,7.565,20.85,19.164,47.13,1.00,0.20,-0.76,0.29,1.076,1.02,-1.33,1.145,0.00,0.90,3.130,17.3,97.658,0.496,0.000,900,6.40,4.5,0.90,-2.35,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,289.88,717.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,456,788,14.10,72.75,3059,88.8,27.000,6.374,18.04,17.617,42.68,1.00,0.23,-0.76,0.86,1.066,1.02,-1.33,1.154,0.00,0.90,9.785,17.3,97.658,0.496,0.000,900,6.40,4.5,0.90,-2.35,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,260.13,657.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,457,177,14.10,72.75,3081,88.8,27.750,5.082,12.21,3.484,35.70,1.00,0.82,-0.76,0.85,1.083,1.02,-1.33,1.162,0.00,0.90,9.785,17.3,93.164,0.496,0.000,900,6.40,4.5,0.90,-2.35,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,216.63,563.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,457,567,14.10,72.75,3076,88.8,32.250,2.912,9.67,2.835,19.20,1.00,0.22,-0.76,0.30,1.110,1.02,-1.33,1.165,0.00,0.90,9.785,17.3,55.833,0.496,0.000,900,6.40,4.5,0.90,-2.35,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,116.50,346.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,457,968,14.10,72.75,3092,87.5,33.000,4.800,16.04,17.539,27.96,1.00,0.19,-0.76,0.30,1.126,1.02,-1.33,1.181,0.00,0.90,3.522,17.3,88.319,0.496,0.000,900,6.40,4.5,0.90,-2.35,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,165.63,453.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,458,355,14.10,72.75,3070,88.8,26.250,7.296,19.82,18.100,45.66,1.00,0.87,-0.76,0.98,1.084,1.02,-1.33,1.147,0.00,0.90,3.522,17.3,97.658,0.496,0.000,900,6.40,4.5,0.90,-2.35,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,279.56,689.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,458,747,14.10,72.75,3088,88.8,27.000,6.240,18.48,17.617,42.45,1.00,0.81,-0.76,0.96,1.036,1.02,-1.33,1.152,0.00,0.90,3.522,17.3,97.658,0.496,0.000,900,6.40,4.5,0.90,-2.35,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,254.06,637.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,459,167,14.10,72.75,3102,88.8,27.750,5.946,17.33,16.397,38.79,1.00,0.30,-0.76,0.36,1.097,1.02,-1.33,1.157,0.00,0.90,9.002,17.3,97.658,0.496,0.000,900,6.41,4.5,0.90,-2.35,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,237.00,598.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,459,585,14.10,72.75,3101,90.0,21.750,3.142,10.40,0.000,22.99,1.00,0.39,-0.76,0.89,1.086,1.02,-1.33,1.182,0.00,0.90,9.002,17.3,63.783,0.496,0.000,900,6.41,4.5,0.90,-4.64,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,136.50,386.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,459,966,14.10,72.75,3092,88.8,36.750,2.483,8.33,0.000,16.27,1.00,0.83,-0.76,0.92,1.067,1.02,-1.33,1.166,0.00,0.90,4.304,17.3,48.226,0.496,0.000,900,6.41,4.5,1.16,-43.38,114.8,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1368.3,DD,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,460,377,14.10,72.75,3035,88.8,18.750,1.754,6.86,0.000,10.50,1.00,0.77,-0.76,0.72,1.073,1.02,-1.33,1.166,0.00,0.90,4.304,17.3,36.477,0.496,0.000,900,6.41,4.5,0.90,-4.60,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,65.63,229.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,460,790,14.10,72.75,3042,87.5,-12.000,0.000,7.10,0.000,11.25,1.00,0.14,-0.76,0.27,1.000,1.02,-1.33,1.166,0.00,0.90,2.348,17.3,0.000,0.496,0.000,900,6.41,4.5,0.90,-4.61,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,69.75,241.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,461,182,14.10,72.75,3007,86.3,-12.000,0.000,7.06,0.000,11.09,1.00,0.12,-0.76,0.23,1.000,1.02,-1.33,1.166,0.00,0.90,2.348,17.3,0.000,0.496,30.000,2500,26.87,1766.7,0.91,-42.60,114.8,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2221.2,23,0,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,461,578,14.10,72.75,2980,86.3,0.750,2.227,6.98,10.961,10.57,0.97,0.13,-0.76,0.23,1.000,1.02,-1.33,1.166,0.00,0.90,2.348,17.3,8.995,0.496,0.000,900,6.41,4.5,0.90,-2.35,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,63.50,233.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,461,970,14.10,72.75,2960,85.0,9.000,5.338,16.85,14.452,27.63,0.97,0.25,-0.76,0.44,1.000,1.02,-1.33,1.177,0.00,0.90,2.464,18.0,9.178,0.496,0.000,900,6.41,4.5,0.90,-2.35,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,162.06,459.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,462,359,14.10,72.75,2979,85.0,28.500,6.278,17.38,15.421,37.92,0.96,0.87,-0.76,0.99,0.941,1.02,-1.33,1.164,0.00,0.90,2.464,18.0,9.865,0.496,0.000,900,6.41,4.5,0.90,-2.35,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,231.06,606.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,462,760,14.10,72.75,2988,86.3,28.500,5.920,17.14,15.343,36.80,0.96,0.22,-0.76,0.59,0.939,1.02,-1.33,1.164,0.00,0.90,2.464,18.0,10.208,0.496,0.000,900,6.41,4.5,0.90,-2.35,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,223.19,590.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,463,155,14.10,72.75,2985,86.3,20.250,3.258,10.89,0.000,22.69,1.00,0.18,-0.76,0.32,0.973,1.02,-1.33,1.176,0.00,0.90,7.043,18.0,10.903,0.496,0.000,900,6.41,4.5,0.90,-4.57,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,143.31,417.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,463,570,14.10,72.75,2976,86.3,36.000,2.816,9.67,0.000,18.05,1.00,0.18,-0.76,0.28,1.004,1.02,-1.33,1.165,0.00,0.90,7.043,18.0,11.246,0.496,0.000,900,6.41,4.5,0.90,-4.57,27.8,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,5156.2,0C,1,1,0,1,1,0,1,0,0,99.81,316.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
